word	reading	meaning	example_jp	example_vi	jlpt	word_type
エチケット	エチケット	Phép lịch sự			3	noun
マナー	マナー	Phép lịch sự, ứng xử			3	noun
作法	さほう	Phép lịch sự			3	noun
降ろす	おろす	Cho xuống (người)			3	godan_verb
行	くだり	Hàng (ngang) Dòng			3	noun
下す	くだす	Hạ; Thi hành; Đưa ra (phán đoán);			3	godan_verb
お冷や	おひや	Nước mát	暑い日はお冷やが最高だ		3	noun
確かに	たしかに	Chắc chắn; Quả thật, đúng là			3	adverb
生きる	いきる	sống, sinh tồn	百歳まで生きる 水だけで生きる	人間・動物などが、生命があり活動できる状態にある。 生命を保つ。 生存する。	3	ichidan_verb
～内	～うち	trong ~	朝(あさ)の内(うち) 次(つぎ)の内(うち)どれか？ 心(こころ)の内(うち)		5	noun
寄り添う	よりそう	Bên nhau, gần gũi			3	godan_verb
生む	うむ	Tạo ra cái mới			3	godan_verb
了承	りょうしょう	Thông cảm			3	noun
堅い	かたい	(trạng thái) cứng rắn			3	i_adjective
向け	むけ	Dành cho, hướng tới	酒は大人の向けのものです。		3	noun
恐い	こわい	Đáng sợ			3	i_adjective
どうぞ	どうぞ	làm ơn xin mời, xin hãy	どうぞこちらへ どうぞお元気で		5	adverb
消防士	しょうぼうし	Lính cứu hỏa			3	noun
お守り	おまもり	Bùa			3	noun
煮えた湯	にえたゆ	nước nóng đun sôi	煮えた湯で殺菌する		4	ichidan_verb
煮える	にえる	bị làm nóng chảy	コールタールが煮える		4	ichidan_verb
受ける	受ける	nhận được	杯を受ける 援助を受ける 賞を受ける		4	ichidan_verb
受ける	うける	đảm nhận, chấp nhận (hành động, công việc)	注文を受ける 挑戦を受けて立つ 調査結果を受けて是正する		4	ichidan_verb
届ける	とどける	Đề nghị, đệ trình, giao nộp	拾得物を届ける		3	ichidan_verb
届ける	とどける	Thừa nhận, chấp nhận	この国は、難民をたくさん届けている		3	ichidan_verb
伝える	つたえる	Truyền lại, truyền thụ	家宝を伝える 名を後世に伝える 秘伝を弟子に伝える		3	ichidan_verb
伝える	つたえる	Truyền đến (từ nơi khác)	インドから経典を伝える キリスト教を日本に伝えた人物		3	ichidan_verb
伝える	つたえる	Lan truyền (âm thanh), dẫn (nhiệt)	銅は熱をよく伝える		3	ichidan_verb
当てる	あてる	Phơi	日に当てて布団を乾かす 鉢植えを夜露に当てないようにする		3	ichidan_verb
当てる	あてる	Áp vào, đắp vào	額に手を当てる 継ぎを当てる 座布団を当ててください		3	ichidan_verb
当てる	あてる	Ghép đấu	練習試合で強豪に当てて実力を試す		3	ichidan_verb
当てる	あてる	Trúng giải	一等賞を当てる		3	ichidan_verb
当てる	あてる	Đoán trúng	彼の年齢を当てる 小説の途中で犯人を当てる		3	ichidan_verb
当てる	あてる	Thành công (trong kế hoạch, sự kiện)	芝居で当てる 株で一山当てる		3	ichidan_verb
当てる	あてる	Áp dụng	外来語に漢字を当てる 我が身に当てて考える		3	ichidan_verb
当てる	あてる	Gọi trúng tên	先生に当てられる		3	ichidan_verb
滑る	すべる	Trơn trượt	滑って転ぶ 足が滑る 凍結して路面が滑る		3	godan_verb
滑る	すべる	Tuột, trượt tay	茶碗が滑って落ちる		3	godan_verb
滑る	すべる	Trượt khỏi vị trí	委員長の座を滑る		3	godan_verb
滑る	すべる	Lỡ	口が滑る 筆が滑る		3	godan_verb
滑る	すべる	Trượt, không đậu	大学を滑る		3	godan_verb
肉を焼く	にくをやく	nướng thịt			4	godan_verb
焼く	やく	nung, nướng, thui, rán (ít dầu)	瓦を焼く 炭を焼く クッキーを焼く		4	godan_verb
焼く	やく	photocopy, in ra	サービス判で焼く 図面を焼く		4	godan_verb
焼く	やく	làm bỏng	スープで舌を焼く    làm ? lưỡi bằng soup		4	godan_verb
CDに焼く	CDにやく	ghi ra đĩa CD			4	godan_verb
ディスク	ディスク	đĩa (CD, DVD,...)	パソコンにディスクを入れる		5	noun
適当	てきとう	vừa phải	調味料を適当に加える     thêm gia vị một cách vừa phải 一日の適当な仕事量     lượng công việc vừa phải cho 1 ngày		4	na_adjective
適当	てきとう	qua loa	客を適当にあしらう - tiếp khách qua loa 適当な返事でごまかす - phản hồi qua loa cho qua chuyện		4	na_adjective
詰める	つめる	Bịt kín	虫歯を詰める		3	ichidan_verb
詰める	つめる	Thu hẹp, làm ngắn	着物の丈 (たけ) を詰める 細かい字で詰めて書く 席を詰めて座る		3	ichidan_verb
詰める	つめる	Tiết kiệm	生活費を詰める 経費を詰める		3	ichidan_verb
詰める	つめる	Đi đến cuối	この街を詰める 沢筋を詰める		3	ichidan_verb
詰める	つめる	Dứt điểm, làm cạn	話を詰める 議論を詰める 水分や汁がなくなるまで詰める		3	ichidan_verb
詰める	つめる	Chèn ép, thúc ép, dồn vào chân tường	失敗した部下を詰める		3	ichidan_verb
詰める	つめる	Chiếu tướng, checkmate	王手王手で敵玉を詰める		3	ichidan_verb
掛かり切り	かかりきり	Dành tất cả	私はいくじと仕事などがあり、お母さんの介護に掛かり切りになれない。		3	noun
弛まぬ	たゆまぬ	Không biết mệt, không ngừng nghỉ			3	godan_verb
弛まず	たゆまず	Không biết mệt mỏi, không ngừng nghỉ			3	adverb
詰める	つめる	Miệt mài làm	詰めて仕事をする 根 (こん) を詰める		3	ichidan_verb
詰める	つめる	xếp hàng chờ	首相官邸に詰める 持ち場に詰める		3	ichidan_verb
詰める	つめる	(động từ ghép) làm tới cùng	問い詰める 追い詰める		3	ichidan_verb
詰める	つめる	(động từ ghép) làm đầy khắp	敷き詰める タイルを貼り詰める		3	ichidan_verb
詰める	つめる	V không ngừng nghỉ, miệt mài	登り詰める 通い詰める		3	ichidan_verb
渇く	かわく	Thèm khát	愛に渇く		3	godan_verb
散る	ちる	Phân tán	ガラスが粉々に散る 波が散る 火花が散る		3	godan_verb
散る	ちる	Phân tán ra từ một nơi	全国に散ってしまった同窓生		3	godan_verb
Tan	Tan	[散[ち]]る	雲が散る 霧が散る		3	godan_verb
散る	ちる	Lan ra, bị lem	墨が散る		3	godan_verb
散る	ちる	Phân tâm	気が散る		3	godan_verb
散る	ちる	Phát tán	うわさが散る		3	godan_verb
散る	ちる	Chết một cách hiên ngang	南の海に散る 花と散る		3	godan_verb
暮れる	くれる	(Mùa, năm tháng) Đến cuối, sắp kết thúc	今年も無事に暮れた		3	ichidan_verb
暮れる	くれる	Suốt ngày, cả ngày	今日も一日畑仕事で暮れた		3	ichidan_verb
暮れる	くれる	Chìm đắm (cảm xúc tiêu cực)	悲嘆に暮れる 涙に暮れる毎日		3	ichidan_verb
暮れる	くれる	Khó quyết định, không biết nên làm gì	途方に暮れる 思案に暮れる		3	ichidan_verb
目先	めさき	Trước mắt, tương lai gần	目先の利益を追う		3	noun
抜く	ぬく	Xả ra, lấy ra	浮き袋の空気を抜く プールの水を抜く 力を抜いて楽にする		3	godan_verb
抜く	ぬく	Móc túi, móc trộm	車中で財布を抜かれた 積み荷を抜かれる		3	godan_verb
抜く	ぬく	Lọc ra, rút ra	書棚から読みたい本を抜く 秀歌を抜いて詞華集を編む		3	godan_verb
抜く	ぬく	Loại bỏ	不良品を抜く 染みを抜く 籍を抜く さびを抜いたにぎりずし		3	godan_verb
抜く	ぬく	Lược bớt (bỏ qua, cắt bớt giai đoạn)	仕事の手を抜く 朝食を抜く		3	godan_verb
抜く	ぬく	Vượt qua, vượt trội hơn	すでに師匠の芸を抜いている 先頭の走者を一気に抜く 実力が群を抜いている		3	godan_verb
抜く	ぬく	Đưa tin trước, thông tấn trước	他紙に抜かれる スクープを抜く		3	godan_verb
抜く・貫く	ぬく・つらぬく	Xuyên qua	山を抜いてトンネルをつくる 一、二塁間を抜くヒット		3	godan_verb
抜く	ぬく	In thành hình In nổi màu (trên màu khác)	ハート形に抜く 紫紺の地に白く抜いた紋		3	godan_verb
抜く	ぬく	Công phá	城を抜く 堅塁を抜く		3	godan_verb
抜く	ぬく	(động từ ghép) làm đến cùng	難工事をやり抜く がんばり抜く ほとほと困り抜く		3	godan_verb
ライトスタンド	ライトスタンド	Chân chống đèn	ライトスタンドとは、ストロボなどの写真撮影に必要なライト機材を取り付けるスタンドのこと。		3	noun
物価が上がる	ぶっかがあがる	vật giá tăng cao			4	godan_verb
流す	ながす	Làm nhỏ giọt	脂汗を流す 涎を流す		3	godan_verb
流す	ながす	Thả trôi	筏を流す 台風で橋が流される		3	godan_verb
純益	じゅんえき	Lợi nhuận thuần	純益は総収益から総費用を差し引いた純粋の利益		3	noun
男ぶり	おとこぶり	tính cách và ngoại hình như con trai	男ぶりがいい		4	noun
腕前	うでまえ	tay nghề, kĩ năng, trình độ	洋裁の腕前が上がる 腕前を披露する		4	noun
並ぶ	ならぶ	ngang bằng	実力、人気ともに並ぶ 彼に並ぶ者はいない		4	godan_verb
進む	すすむ	Tiến triển	仕事が進む 研究が進む 開発が進む		3	godan_verb
進む	すすむ	trở nên ưa chuộng	暑さ続きで食が進まない	盛んになる。 勢いがつく。	3	godan_verb
進む	すすむ	Phát triển, tiến bộ	先進国の進んだ技術を学ぶ 世の中が進む		3	godan_verb
進む	すすむ	Thăng tiến lên	管理職まで進む 中学に進む 決勝戦に進む		3	godan_verb
進む	すすむ	Ngày càng nặng, càng căng	自然破壊が進む 近視が進む インフレが進む		3	godan_verb
進む	すすむ	Muốn làm trong (lĩnh vực nào đó)	法曹界に進む		3	godan_verb
進む	すすむ	Có hứng	気が進まない 進んでつらい仕事を引き受ける		3	godan_verb
進む	すすむ	Dẫn trước, đi trước (thời đại)	時代に進む 進んだ考えの持ち主 この時計は日に一分進む		3	godan_verb
進む	すすむ	Dâng trào	心進む 声を進ませて言った 急に感情が進んだ		3	godan_verb
流す	ながす	Gác lại, hoãn lại	総会を流す ゲームを流す		3	godan_verb
流す	ながす	Lướt qua, ngó lơ, bỏ ngoài (tai)	論敵の攻撃を軽く流す 柳に風と聞き流す		3	godan_verb
流す	ながす	Phá thai	おなかの子を流す		3	godan_verb
流す	ながす	Làm một cách thoải mái, không tốn sức	ウオーミングアップに100メートルを軽く流す		3	godan_verb
揃える	そろえる	so đều, xếp đều (những thứ có cặp, đôi)	箸を揃える 脱いだ履物を揃える 両手をひざの上に揃える		3	ichidan_verb
揃える	そろえる	Chuẩn bị sẵn sàng	スタッフを揃える 機材を揃える		3	ichidan_verb
揃える	そろえる	Làm cho hòa hợp, điều hòa, phối hợp tốt	口を揃えて反対する 色調を揃える		3	ichidan_verb
遣り取り	やりとり	Uống rượu cùng nhau	杯を遣り取りする		3	noun
遣り取り	やりとり	Tranh luận, trả lời qua lại	電話での遣り取り 激しく遣り取りする		3	noun
悩む	なやむ	Đau đầu (vì xử lí khó)	騒音に悩む 人材不足に悩む企業		3	godan_verb
悩む	なやむ	(động từ ghép) V ngoài ý muốn, không như mong đợi	伸び悩む 行き悩む		3	godan_verb
茶碗	ちゃわん	bát	茶碗を右手で持ち、左手の手のひらに乗せる		5	noun
盛ん	さかん	(thời, phong độ) đỉnh cao	人生の盛んな時代 血気盛ん 老いてますます盛んだ		3	na_adjective
盛ん	さかん	Hoành tráng, long trọng, phồn thịnh, phổ biến	スポーツの盛んな学校 盛んな歓迎会 貿易が盛んになる 欧米ではサッカーが盛んだ		3	na_adjective
盛ん	さかん	Sôi nổi, nhiệt tình	学者の間で盛んな議論が交わされた		3	na_adjective
立派	りっぱ	toàn thiện, tuyệt vời, hoàn hảo	立派に生活を立てていく 立派な大人		3	na_adjective
盛大	せいだい	Hoành tráng, long trọng	盛大な式典		3	na_adjective
繁盛	はんじょう	Phồn thịnh, phát đạt	店が繁盛する 商売繁盛 どうか二三年の内に、世界中の繁盛な港へおし渡って		3	na_adjective
筏	いかだ	Cái bè	筏を流す		3	noun
写す	うつす	phỏng theo	竜安寺 (りょうあんじ) の石庭を写した庭		3	godan_verb
写す	うつす	Miêu tả, tả lại (viết và vẽ ra)	情景を写す		3	godan_verb
写す	うつす	Chụp	カメラで花を写す		3	godan_verb
纏まる	まとまる	Tổ chức rõ ràng, trật tự, logic	計画が纏まる 考えが纏まる		3	godan_verb
纏まる	まとまる	Thống nhất (ý muốn đôi bên)	交渉が纏まる 縁談が纏まる		3	godan_verb
進める	すすめる	thúc đẩy, đẩy nhanh	工事を進める 話を進める	予定の手順に従って、物事を進行させる。 はかどらせる。	3	ichidan_verb
進める	すすめる	làm xa hơn nữa, làm tiến bộ	一歩進めて考える 合理化を進める	物事の内容・程度をさらに高める。	3	ichidan_verb
進める	すすめる	lên tầng, vị trí cao hơn	一階級進める	上の地位・段階に移す。 位を高くする。	3	ichidan_verb
進める	すすめる	Kích thích, làm trỗi dậy ham muốn	食欲を進める酒	（刺激して）盛んにする。うながす。	3	ichidan_verb
進める	すすめる	Chỉnh đồng hồ nhanh hơn	念のため五分進めておく	時計の針を正しい時刻より先の時刻を示すようにする。	3	ichidan_verb
念のため	ねんのため	Để cho chắc	念のため十分進めておく		3	adverb
繋がる	つながる	Trải dài liên tục	車が一〇キロも繋がっている この道は国道に繋がっている 首が繋がる		3	godan_verb
繋がる	つながる	Có liên quan đến	事件に繋がる遺留品 努力が成功に繋がる		3	godan_verb
繋がる	つながる	Có quan hệ huyết thống	血の繋がった人		3	godan_verb
繋がる	つながる	Bị mua chuộc, trói buộc	情に繋がる		3	godan_verb
お歳暮	おせいぼ	Quà cuối năm	お歳暮を贈る風習		3	noun
抜ける	ぬける	Xì ra	タイヤの空気が抜ける 気の抜けたビール 臭みが抜ける		3	ichidan_verb
抜ける	ぬける	Nhả, thả ra	ブレーキが抜けて空走する		3	ichidan_verb
抜ける	ぬける	Bỏ sót	名簿から名前が抜けている 主語が抜けている		3	ichidan_verb
抜ける	ぬける	Xuyên qua	打球が右中間を抜ける トンネルを抜ける		3	ichidan_verb
抜ける	ぬける	「抜けた」「抜けている」 Ngốc, ngớ ngẩn	あの人はどこか抜けている 間 (ま) の抜けた話		3	ichidan_verb
抜ける	ぬける	「抜けるような」「抜けるように」 Trong trẻo, tinh khôi	抜けるような青空 抜けるように白い肌		3	ichidan_verb
整理	せいり	Thanh lý, loại bỏ xử lí (để nó không gây phiền)	人員を整理する 身辺を整理する		3	noun
喜ぶ	よろこぶ	Sẵn lòng	人の忠告を喜ばない		3	godan_verb
喜ぶ	よろこぶ	Chúc phúc	御結婚を心から喜んでいます		3	godan_verb
喜ぶ	よろこぶ	「喜んで…」 sẵn lòng, vui lòng làm gì đó	喜んで出席させていただきます		3	godan_verb
決勝戦	けっしょうせん	Vòng chung kết	決勝戦に進む		3	noun
曲がる	まがる	rẽ, quành	次(つぎ)の角(かく)を左(ひだり)に曲(ま)がる 信号しんごうを右みぎへ曲まがる - ? sang phải tại đèn giao thông		5	godan_verb
忠告	ちゅうこく	khuyên răn, răn dạy	友人に忠告する		3	noun
勧告	かんこく	khuyến cáo	辞職を勧告する 人事院勧告		3	noun
警告	けいこく	Cảnh cáo	再三の警告を無視する 事前に警告する		3	noun
度合い	どあい	độ, mức độ	減少の度合いが大きい 緊張の度合いが高まる	物事の程度。 ほどあい。	3	noun
当たる	あたる	cọ vào	堅いカラーが首筋に当たる	断続的に触れる。 さわる。	3	godan_verb
当たる	あたる	chiếu vào hơ (lửa) hóng (gió)	日がよく当たる部屋 ストーブに当たる 冷たい風に当たる	光・熱・風などを受ける。	3	godan_verb
当たる	あたる	đương đầu, đối đầu	強敵に当たる 勢い当たるべからずだ	対抗する。対応する。	3	godan_verb
べからず	べからず	không nên, không được	働かぬ者に食うべからず		3	noun
向く	むく	chỉ về	磁石の針は北を向く	その方向を指し示す。	3	godan_verb
向く	むく	hướng về	気が向く 心は故郷に向いている	その方向・状態にかたむく。	3	godan_verb
向く	むく	phù hợp, tương xứng	若者に向いた仕事	適する。ふさわしい。	3	godan_verb
当たる	あたる	như thể là (chú, bác,...)	伯父に当たる人	そのような関係にある。	3	godan_verb
当たる	あたる	có ở hướng	東の方角にあたる家	その方角にある。	3	godan_verb
方角	ほうがく	phương hướng	北の方角に向く		3	noun
当たる	あたる	phù hợp, khớp	人の手に当たる部分	他と比べて、それに当てはまる。	3	godan_verb
当たる	あたる	được xem là	失礼に当たる 今日は結婚記念日に当たる	結果としてそういうことになる。	3	godan_verb
方位	ほうい	phương vị			3	noun
眺望	ちょうぼう	tầm nhìn, góc nhìn, chông ra xa	眺望がきく山頂 屋上から市街を眺望する	遠くを見わたすこと。 また、見わたしたながめ。 見晴らし。	3	noun
見渡せる	みわたせる	nhìn toàn cảnh, bao quát			3	ichidan_verb
見通し	みとおし	nhìn, xem xuyên suốt	朝からテレビの見通しだ	初めから終わりまで見つづけること。	3	noun
見通し	みとおし	thông thoáng, không có vật cản	見通しのきく展望台	さえぎるものがなく遠くまで見えること。 また、その場所。	3	noun
見通し	みとおし	nhìn thấu	何でもお見通しだ	人の心や目に見えない内面の物事を見抜くこと。 洞察。	3	noun
見通し	みとおし	triển vọng	復旧の見通しがつかない	物事のなりゆきや、将来のことを予測すること。	3	noun
人情	にんじょう	tình người	困っている人を見て、何とかしてあげたいと思うのは人情である。 人情の厚い人 人情家	人としての情け。 他人への思いやり。	3	noun
人情	にんじょう	nhân tính	やすきにつくは人情の常	人間の自然な心の動き。 人間のありのままの情感。	3	noun
入る	はいる	chứa được	客席いっぱいに入る 一リットル入る瓶	一定の範囲・容量の中に収まる。	3	godan_verb
入る	はいる	vào tay mình, nhận được	大金が入る	自分のものになる。	4	godan_verb
入る	はいる	vào đến (địa điểm, thời gian)	雨期に入る    ? mùa mưa  月が山の陰に入る    mặt trăng lặn ? bóng núi	ある時期・地点に至る。	4	godan_verb
地点	ちてん	địa điểm	落下地点	地上の一定の場所。	3	noun
地上	ちじょう	trên mặt đất	地上8階建て	地面の上。	3	noun
地上	ちじょう	thế giới này	地上の楽園	この世。	3	noun
楽園	らくえん	chốn an vui, thiên đường	プレッシャーのあまりで楽園に入らないかな	苦しみのない幸せな生活ができる所。 パラダイス。	3	noun
拾得物	しゅうとくぶつ	của rơi, vật nhặt được	失った人に拾得物を返す		3	noun
雨期	うき	mùa mưa	この島では１１月から雨期にはいる。		3	noun
文句	もんく	lời phàn nàn, kêu ca	弁償してもらえるのなら文句はない	相手に対する言い分や苦情。 不服。	3	noun
違う	ちがう	khác biệt, khác hẳn	親子ほども年が違う 格が違う おつむの出来が違う	両者の間に隔たりがある。 差がある。 また、他と異なってまさっている。	3	godan_verb
違う	ちがう	(động từ ghép) V ngang qua	出迎えと行き違う すれ違う	すれちがう、交差する、の意を表す。	3	godan_verb
違う	ちがう	sai, không phải thế	話が違う 約束と違う	前に考えていたことや取り決めたことが現実のそれと同じでない。	3	godan_verb
違う	ちがう	sai, không đúng	計算が違う 答えが違っている A:『もしもし市役所ですか』 B:『いいえ、違います』	基準となるもの、正しいものと一致しない状態である。 まちがっている。	3	godan_verb
未発達	みはったつ	chưa phát triển	幼児は話す能力が未発達です		3	noun
有るべき	あるべき	nên có, đáng lý phải có	教師として[有[あ]]るべき姿 有るべきことを手に入りたいのなら、頑張るに限る。	そうあるのが当然の。	3	noun
迷う	まよう	phân vân	進学か就職かで迷う 判断に迷う	どうしたらよいか決断がつかない。	3	godan_verb
迷う	まよう	sa ngã	色香に迷う	心が乱れてよくない方向へ行く。 欲望・誘惑に負ける。	3	godan_verb
迷う	まよう	không thể siêu thoát	迷わず成仏して下さい	死者の霊が成仏できないでいる。	3	godan_verb
黄昏	たそがれ	hoàng hôn	鮮やかなコントラストの黄昏に見惚れちゃいました。 ビーチで黄昏の太陽を眺めると心が穏やかになる		3	noun
夕闇	ゆうやみ	sau hoàng hôn	夕闇の中を君と歩いてる 夕闇が迫る		3	noun
宵闇	よいやみ	lúc tối mờ ảo	宵闇迫る街	宵の薄暗さ。	3	noun
日没	にちぼつ	mặt trời lặn	日没	太陽の上端が地平線下に沈むこと。 また、その時刻。 日の入り。	3	noun
日出	ひので	mặt trời mọc	日出時	太陽の上端が地平線上に現れること。 また、その時刻。 ひので。	3	noun
届く	とどく	giao đến nơi	母から便りが届く 贈り物が届く	送った品物や郵便物が相手の所に着く。	3	godan_verb
届く	とどく	chú ý cẩn thận, tỉ mỉ	親の目が届く 細かいところまで神経が届く	注意などが十分に行きわたる。 行き届く。	3	godan_verb
届く	とどく	ứng nghiệm truyền tải được cảm xúc	祈りが届く 誠意が届く	願い事がかなう。 気持ちが通じる。	3	godan_verb
写る	うつる	hiện xuyên qua, thấu qua	裏のページの絵が写って読みにくい	下にある文字や絵が、紙などを通して、透けて見える。	3	godan_verb
店を開ける	みせをあける	mở cửa bán	午前(ごぜん)一〇時(じ)に店(みせ)を開(あ)ける	営業を始める。 営業を行う。	5	ichidan_verb
開く	ひらく	tổ chức sự kiện, hội tiệc	展示会を開く    ? triển lãm hàng hoá	会などを催す。	4	godan_verb
打つ	うつ	tát, đấm, đập	顔を手で打つ 子供のおしりを打つ 転んでひざを打つ		4	godan_verb
辺り	あたり	xung quanh	辺りに気を配る 辺りかまわず泣きだす 辺り一面が火の海だ	ある地点の周囲。ある範囲の場所。 付近。 周り。	4	noun
捲る	めくる	vén lên, xắn lên	裾を捲る	物の端を外側へ巻きながら上へあげる。	3	godan_verb
捲る	めくる	lật	布団を捲る	おおっているものや重なっているものをはがす。 めくる。	3	godan_verb
捲る	めくる	dí, đuổi	後ろから激しく捲られる	追い立てる。	3	godan_verb
捲る	めくる	lật	本のページをめくる 布団をめくる	ít dùng Hán tự	3	godan_verb
起す	おこす	đỡ dậy	からだを起す 倒木を起す 転んだ子を起す	横になっているものを立たせる。	3	godan_verb
起す	おこす	tạo ra, sinh ra (thứ chưa từng có)	風力を利用して電気を起す 波を起す	今までなかったものを新たに生じさせる。	3	godan_verb
小さ	ちいさ	nhỏ	字の小さな本	容積・面積が狭い空間・場所だけを占めるさま。	5	na_adjective
重なる	かさなる	xảy ra lần nữa	重なる惨事 不幸が重なる	同じ事が繰り返し起こる。 たびかさなる。	3	godan_verb
重なる	かさなる	trùng nhau	用事が重なる 日曜と祝日が重なる	複数の物事が同時に一緒になる。 かち合う。	3	godan_verb
預金	よきん	gửi tiết kiệm, tiền tiết kiệm (gửi ngân hàng)	毎月定額を預金する 預金を下ろす 当座預金 普通預金	銀行などの金融機関に金銭を預けること。また、その金銭。	3	noun
生きる	いきる	kiếm sống, mưu sinh	ペン一本で生きる	生計を立てる。生活する。	3	ichidan_verb
生きる	いきる	có hồn, sống	その一語で文章が生きてきた 創設者の精神は今日なお生きている	あたかも命があるような働きをする。 生き生きする。 また、理念などが失われずに後世まで伝えられる。	3	ichidan_verb
生きる	いきる	「…に生きる」 sống vì ...	研究一筋に生きる 趣味に生きる	そのことに生きがいを見出して日々を送る。	3	ichidan_verb
生きる	いきる	「…にいきる」「…をいきる」 sinh sống ở...; sống hết mình với...	海に生きる人々 青春をいかに生きるか	そこを生活の本拠として暮らす。 また、意識的能動的に毎日を過ごす。	3	ichidan_verb
生きる・活きる	いきる・いきる	được phát huy, được tận dụng	ひとふりの塩で味が活きてくる 長年の経験が活きる	うまく活用することによってそのものの価値が発揮される。 効果を現す。	3	ichidan_verb
生きる	いきる	còn hiệu lực	あのときの約束は生きている ライン内の生きたボール	効力が失われていない。	3	ichidan_verb
寄る	よる	tiện ghé qua	出社前に得意先に寄る 帰りに飲みに寄る	ある所へ向かう途中で、他の所を訪れる。 立ち寄る。	4	godan_verb
寄る・倚る・凭る	よる	tựa, dựa vào	縁側の柱によって庭を見る	もたれかかる。	4	godan_verb
寄る	よる	ngày càng nhiều	しわが寄る 年が寄る	数が加わる。 多くなる。 重なる。	4	godan_verb
思いも寄らない	おもいもよらない	không ngờ đến	思いも寄らない大事件	考えがそこに至りつく。 思い及ぶ。	4	godan_verb
起こる	おこる	chỉ sự hoạt động của tự nhiên	地震が起こる 洪水が起こる	自然が働きや動きを示す。 おきる。	4	godan_verb
起こる	おこる	(không may) xảy ra	事件が起こる 戦争が起こる	平常と異なる状態や、好ましくない事態が生じる。 おきる。	4	godan_verb
周り	まわり	xung quanh (gần)	口の周りをふく    lau vùng ? miệng  周りに迷惑をかける    làm phiền ?	そのものを囲んでいる近くの部分。 近辺。 周辺。 あたり。	4	noun
積もる	つもる	tích tụ	不平が積もる 積もる思い 積もる話	物事が少しずつたまって多くなる。 次々と加わってふえる。	3	godan_verb
積もる	つもる	(thời gian) tích lũy, thành chuỗi	日数が積もる	時や日が重なる。時間が経過する。	3	godan_verb
積もる	つもる	ước lượng	工事費を積もってみる 安く積もっても一万円をくだらない品	あらかじめ計算をして見当をつける。 値段・数量などを概算する。 見積もる。	3	godan_verb
下る	くだる	xuống vùng quê	東海道を下る	中央から地方へ行く。	3	godan_verb
下る	くだる	được ban cho	恩賜金が下る	高い地位の人から下げ渡される。 下賜される。	3	godan_verb
下る	くだる	được tuyên cáo	判決が下る 辞令が下る	判断や命令などが言い渡される。	3	godan_verb
下る	くだる	thời thế đổi thay	下って明治の御世 (みよ) になる	時、時代が移る。 後世になる。	3	godan_verb
下る	くだる	(phủ định) không dưới	犠牲者は一千人を下らないだろう	ある基準の数値・数量よりも下になる。 下回る。	3	godan_verb
下る	くだる	tiêu chảy	腹が下る	下痢をする。	3	godan_verb
掴む	つかむ	lấy được, giành được	思いがけない大金を掴む 幸運を掴む	自分のものとする。 手に入れる。	3	godan_verb
握る	にぎる	nắm giữ trong tay	実権を握る 政権を握る 大金を握る	物事をとらえて自分のものとする。 手中に収める。	3	godan_verb
握る	にぎる	nắm bắt được	相手の弱みを握る 秘密を握る 証拠を握る	重要な事柄を確実につかむ。	3	godan_verb
握る	にぎる	làm cơm nắm sushi	好みのねたを握ってもらう	握り飯や握りずしを作る。	3	godan_verb
抱く	いだく	ôm	子供を抱く 肩を抱く	腕を回して、しっかりとかかえるように持つ。	3	godan_verb
抱く	いだく	ấp trứng	親鳥が卵を抱く	卵をかえすために、鳥が卵の上にしゃがむ。	3	godan_verb
抱く	いだく	ngủ chung giường	男に抱かれる	男性が女性と共寝をする。 同衾 (どうきん) する。	3	godan_verb
抱く	いだく	bao trùm	大自然の懐に抱かれる 村々を抱く山塊	かかえるように包み込む。	3	godan_verb
抱く	いだく	bế, ôm	ひしと抱く 母親の胸に抱かれる	腕でかかえ持つ。だく。	3	godan_verb
争う	あらそう	đối đầu nhau	労使が争う 相続問題で兄弟が争う	敵対する。 戦う。 けんかする。 いさかいをする。	3	godan_verb
争う	あらそう	tranh thủ	手術は一刻を争う 寸秒を争う問題	少しの時間をも得ようとして忙しくする。 急を要する意にいう。	3	godan_verb
争う	あらそう	luôn giữ lời nói của mình là đúng, cãi (?)	裁判で争う 黒白を争う	自分の言い分を、正しいとして押し通す。	3	godan_verb
消費	しょうひ	tiêu dùng	個人消費	人が欲望を満たすために、財貨・サービスを使うこと。	3	noun
振る	ふる	rải, rắc	さいころを振る 塩を振る	手を動かして握ったものを下方に投げる。 また、勢いをつけて振りまく。	3	godan_verb
振る	ふる	chỉ định, giao phó	大役を振られる	割り当てる。 仕事や役割を与える。	3	godan_verb
振る	ふる	đá, từ chối	女に振られる	相手の求めを退ける。 はねつけて相手にしない。	3	godan_verb
振る	ふる	bỏ phí, từ bỏ	重役の地位を振る 一生を棒に振る	得た地位・立場などをあっさり捨てる。 また、しようとする意志を捨てる。 むだにする。	3	godan_verb
振る	ふる	bẻ lái	舵を右に振る	動かして方向を少しずらせる。 進む向きをある方向に変える。	3	godan_verb
振る	ふる	rước kiệu	みこしを振る	勢いよく担ぎ動かす。	3	godan_verb
通じる	つうじる	dẫn đến, thông đến	国道へ通じる道 駅までバスが通じる	道路などがある所まで達する。 また、交通機関が通る。	3	ichidan_verb
通じる	つうじる	truyền tải được	冗談が通じない 気脈を通じる	意志やものの意味などが相手に伝わる。 また、伝える。	3	ichidan_verb
